label,TF_UNIGRAM,IDF_UNIGRAM,TFIDF_UNIGRAM
"['tolak', 'ibadah', 'minoritas', 'emang', 'perintah', 'peduli', 'gin', 'deh', '', 'presiden', 'republik', 'indonesia', 'resmi', 'ibadah', 'agama', 'minoritas', 'asal', 'partai', 'nasionalis', 'blm', 'berani', 'laksana', 'uud', 'pasal']","[0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616]","[5.722953221644475, 5.163337433709052, 5.605170185988092, 5.8564846142689975, 4.85795578415787, 5.499809670330265, 6.703782474656201, 3.7950615780918397, 6.41610040220442, 7.1092475827643655, 5.163337433709052, 7.1092475827643655, 6.703782474656201, 3.952247161614252, 3.313758393592171, 7.1092475827643655, 6.703782474656201, 5.0943445622221, 7.1092475827643655]","[0.2725215819830702, 0.24587321112900246, 0.2669128659994329, 0.2788802197270951, 0.2313312278170414, 0.26189569858715545, 0.638455473776781, 0.18071721800437332, 0.30552859058116283, 0.6770711983585109, 0.24587321112900246, 0.33853559917925546, 0.3192277368883905, 0.18820224579115485, 0.1577980187424843, 0.33853559917925546, 0.3192277368883905, 0.2425878362962905, 0.33853559917925546]"
"['tolak', 'naik', 'harga', 'bbm', 'dpd', 'pks', 'solo', 'sentil', 'janji', 'kampanye', 'presiden', 'jokowi', 'makzulinlurahngibul', 'makzulinlurahngibul']","[0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.18181818181818182, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091]","[3.167665775094675, 3.5977021439333448, 4.969181419268095, 1.8362480242006185, 6.19295685089021, 4.088822696620003, 3.7593434954897607, 6.19295685089021, 3.313758393592171, 5.0943445622221]","[0.28796961591769776, 0.3270638312666677, 0.45174376538800864, 0.16693163856369259, 0.5629960773536555, 0.7434223084763641, 0.3417584995899782, 0.5629960773536555, 0.30125076305383375, 0.4631222329292819]"
"['tolak', 'pertalite', 'ekonom', 'ugm', 'ingat', 'janji', 'jokowi', 'berat', 'beban', 'rakyat', 'miskin', 'makzulinlurahngibul', 'makzulinlurahngibul']","[0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.18181818181818182, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091]","[5.605170185988092, 5.8564846142689975, 5.8564846142689975, 4.969181419268095, 1.8362480242006185, 4.088822696620003, 6.0106352940962555, 5.605170185988092, 3.47166142303798, 5.0943445622221]","[0.5095609259989174, 0.5324076922062725, 0.5324076922062725, 0.45174376538800864, 0.16693163856369259, 0.7434223084763641, 0.5464213903723869, 0.5095609259989174, 0.3156055839125436, 0.4631222329292819]"
"['tolak', 'pertalite', 'ekonom', 'ugm', 'ingat', 'janji', 'jokowi', 'berat', 'beban', 'rakyat', 'miskin', 'suka', 'yah', 'bikin', 'sengsara', 'rakyat', '', 'makzulinlurahngibul', 'makzulinlurahngibul']","[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.125, 0.0625, 0.0625, 0.125, 0.0625, 0.0625, 0.0625, 0.0625]","[5.605170185988092, 5.8564846142689975, 4.969181419268095, 5.8564846142689975, 4.969181419268095, 1.8362480242006185, 4.088822696620003, 6.0106352940962555, 5.605170185988092, 3.47166142303798, 6.41610040220442, 5.40449949052594, 5.0943445622221, 6.41610040220442]","[0.35032313662425574, 0.36603028839181234, 0.3105738387042559, 0.36603028839181234, 0.3105738387042559, 0.11476550151253866, 0.5111028370775004, 0.37566470588101597, 0.35032313662425574, 0.4339576778797475, 0.40100627513777626, 0.33778121815787127, 0.3183965351388813, 0.40100627513777626]"
"['tolong', 'bantu', 'bineka', 'tunggal', 'ika', 'nya', 'kmna', '', 'makasih']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[5.31748811353631, 4.064725145040942, 5.40449949052594]","[1.7724960378454366, 1.354908381680314, 1.8014998301753133]"
"['tolong', 'donk', 'hacker', 'nya', 'yg', 'sopan', 'biar', 'senang', '', '', '']","[0.2, 0.2, 0.2, 0.2, 0.2]","[5.605170185988092, 4.064725145040942, 6.19295685089021, 5.40449949052594, 2.666596326274049]","[1.1210340371976184, 0.8129450290081884, 1.2385913701780422, 1.080899898105188, 0.5333192652548098]"
"['tolong', 'hapus', 'tweet', 'admin', 'pegang', 'akun', 'beliau', 'tau', 'banding', 'banding']","[0.125, 0.25, 0.125, 0.125, 0.125, 0.125, 0.125]","[6.41610040220442, 5.499809670330265, 5.722953221644475, 7.1092475827643655, 5.40449949052594, 5.40449949052594, 6.703782474656201]","[0.8020125502755525, 1.3749524175825663, 0.7153691527055593, 0.8886559478455457, 0.6755624363157425, 0.6755624363157425, 0.8379728093320251]"
"['tolong', 'pa', 'jokowi', 'nih', 'no', 'wa', 'nya', 'situ', '', '', '']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[1.8362480242006185, 5.237445405862774, 4.064725145040942, 6.0106352940962555, 6.41610040220442, 5.40449949052594]","[0.30604133736676975, 0.8729075676437956, 0.677454190840157, 1.0017725490160425, 1.0693500670340699, 0.9007499150876567]"
"['tolong', 'pusat', 'perhati', 'tolong', 'benah', 'adil', 'yg', 'jijik', 'please', '', '']","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285]","[5.237445405862774, 6.703782474656201, 6.19295685089021, 7.1092475827643655, 5.40449949052594, 2.666596326274049]","[0.7482064865518248, 0.9576832106651715, 0.8847081215557443, 1.0156067975377665, 1.54414271157884, 0.3809423323248641]"
"['tolong', 'rombak', 'maksud']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[6.703782474656201, 6.703782474656201, 5.40449949052594]","[2.2345941582187336, 2.2345941582187336, 1.8014998301753133]"
"['tolong', 'turun', 'harga', 'bbm', 'kerja', 'buruh', 'gaji', 'yg', 'bawah', 'standar', 'umr', 'harga', 'butuh', 'pokok', 'yg', 'gaji', 'yg', 'minim', 'harga', 'butuh', 'hidup', 'keluarga', 'tingkat', 'gaji', 'nggak', 'naik', 'sesal', 'pilih']","[0.04, 0.04, 0.08, 0.12, 0.12, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.12]","[6.19295685089021, 3.167665775094675, 5.605170185988092, 6.0106352940962555, 3.5977021439333448, 4.7578723256008875, 5.8564846142689975, 4.711352309965995, 3.7593434954897607, 5.8564846142689975, 4.7578723256008875, 5.8564846142689975, 6.703782474656201, 5.8564846142689975, 5.40449949052594, 4.336658860524585, 6.703782474656201, 2.666596326274049]","[0.24771827403560842, 0.126706631003787, 0.44841361487904735, 0.7212762352915506, 0.43172425727200137, 0.1903148930240355, 0.2342593845707599, 0.1884540923986398, 0.15037373981959043, 0.2342593845707599, 0.1903148930240355, 0.2342593845707599, 0.26815129898624807, 0.2342593845707599, 0.2161799796210376, 0.1734663544209834, 0.26815129898624807, 0.31999155915288585]"
"['tp', 'nyata', '']","[0.5, 0.5]","[5.499809670330265, 6.0106352940962555]","[2.7499048351651325, 3.0053176470481278]"
"['tri', 'agama', 'langsung', 'jokowi hasil', 'nol']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[5.722953221644475, 5.163337433709052, 1.8362480242006185, 5.499809670330265, 6.41610040220442, 5.163337433709052]","[0.9538255369407458, 0.8605562389515087, 0.30604133736676975, 0.9166349450550442, 1.0693500670340699, 0.8605562389515087]"
"['tri', 'jabat', 'gaji', 'langit', 'fasilitas', 'mewah', 'gilir', 'bantu', 'rakyat']","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[5.31748811353631, 6.0106352940962555, 6.703782474656201, 4.80666248977032, 7.1092475827643655, 3.47166142303798, 5.163337433709052]","[0.7596411590766157, 0.8586621848708936, 0.9576832106651715, 0.6866660699671885, 1.0156067975377665, 0.4959516318625685, 0.7376196333870074]"
"['tri', 'kayak', 'gin', 'aja', 'dipake', '', '', '']","[0.25, 0.25, 0.25, 0.25]","[3.8134107167600364, 5.499809670330265, 5.029806041084529, 5.163337433709052]","[0.9533526791900091, 1.3749524175825663, 1.2574515102711323, 1.290834358427263]"
"['', '', '', 'tri', 'tri', 'jokowi', 'ngak', 'becus', 'kerja', '', '', '', 'menkoinfo', 'aman', 'data', 'digital', 'tanggung', 'bssn', 'klik', 'baca']","[0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.18181818181818182]","[6.41610040220442, 5.499809670330265, 7.1092475827643655, 5.605170185988092, 1.8362480242006185, 4.711352309965995, 6.703782474656201, 7.1092475827643655, 6.19295685089021, 5.163337433709052]","[0.5832818547458564, 0.49998269730275136, 0.6462952347967605, 0.5095609259989174, 0.16693163856369259, 0.4283047554514541, 0.609434770423291, 0.6462952347967605, 0.5629960773536555, 0.9387886243107367]"
"['trus', 'lu', 'larang', 'gw', 'do a', 'keburu', 'kuasa', 'yg', 'zalim', 'dukung', 'pake', 'turun', 'abu', 'jahal', 'abu', 'jahal', 'kyk', 'abu', 'janda', 'yg', 'gerombol', 'lu', 'dukung', 'si', 'jokowi', 'yg', 'zalim', 'paham']","[0.12, 0.08, 0.04, 0.04, 0.08, 0.04, 0.04, 0.04, 0.04, 0.08, 0.04, 0.04, 0.04, 0.04, 0.04, 0.12, 0.08]","[5.8564846142689975, 4.336658860524585, 5.8564846142689975, 5.722953221644475, 7.802394763324311, 1.8362480242006185, 5.163337433709052, 6.703782474656201, 6.19295685089021, 5.499809670330265, 5.8564846142689975, 5.31748811353631, 5.499809670330265, 6.41610040220442, 4.336658860524585, 2.666596326274049, 6.703782474656201]","[0.7027781537122797, 0.3469327088419668, 0.2342593845707599, 0.228918128865779, 0.6241915810659449, 0.07344992096802475, 0.2065334973483621, 0.26815129898624807, 0.24771827403560842, 0.4399847736264212, 0.2342593845707599, 0.2126995245414524, 0.2199923868132106, 0.25664401608817683, 0.1734663544209834, 0.31999155915288585, 0.5363025979724961]"
"['tuduh', 'kpk', 'era', 'gemilang', 'perintah', 'jokowi', 'tekan', '', 'gerombol', 'kadrun', 'ragu', 'pimpin', 'jokowi', 'dukung', 'kpk', 'sungguh', 'ingkar', 'benar']","[0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.15384615384615385, 0.07692307692307693, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693]","[7.1092475827643655, 4.336658860524585, 5.029806041084529, 5.8564846142689975, 1.8362480242006185, 5.31748811353631, 5.029806041084529, 3.952247161614252, 5.029806041084529, 6.19295685089021, 6.703782474656201]","[0.546865198674182, 0.3335891431172758, 0.3869081570065023, 0.4504988164822306, 0.2824996960308644, 0.4090375471951008, 0.7738163140130045, 0.3040190124318656, 0.3869081570065023, 0.4763812962223239, 0.515675574973554]"
"['tuduh', 'radikul', 'nih', 'kang', 'surpenya', '', '', 'harga', 'bbm', 'percaya', 'publik', 'jokowi', 'rendah', 'amat', 'masyarakat', 'susah']","[0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333]","[6.19295685089021, 3.167665775094675, 3.5977021439333448, 1.8362480242006185, 6.703782474656201, 5.0943445622221, 5.237445405862774, 5.237445405862774, 6.19295685089021, 6.19295685089021, 5.722953221644475, 6.703782474656201]","[0.5160797375741841, 0.26397214792455626, 0.29980851199444536, 0.15302066868338488, 0.5586485395546834, 0.42452871351850835, 0.4364537838218978, 0.4364537838218978, 0.5160797375741841, 0.5160797375741841, 0.4769127684703729, 0.5586485395546834]"
"['tuhbocil', 'gk', 'ikutin', 'jejak', 'azwarnih', 'sbg', 'mantan', 'bupati', 'sukses']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[6.703782474656201, 5.31748811353631, 6.703782474656201, 6.703782474656201, 6.0106352940962555, 6.703782474656201]","[1.1172970791093668, 0.8862480189227183, 1.1172970791093668, 1.1172970791093668, 1.0017725490160425, 1.1172970791093668]"
"['tuju', 'indonesia', 'sikap', 'dikte', 'negara', 'koruptor', 'yg', 'raup', 'untung', 'utk', 'pribadi', 'erick', 'blak-blakan', 'jokowi', 'musuh', 'negara', 'gegara']","[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.125, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[7.1092475827643655, 7.1092475827643655, 6.0106352940962555, 3.7950615780918397, 1.8362480242006185, 4.58351893845611, 7.1092475827643655, 4.138833117194665, 6.19295685089021, 7.1092475827643655, 6.41610040220442, 5.8564846142689975, 6.41610040220442, 5.722953221644475, 2.666596326274049]","[0.44432797392277285, 0.44432797392277285, 0.37566470588101597, 0.23719134863073998, 0.11476550151253866, 0.28646993365350687, 0.44432797392277285, 0.5173541396493331, 0.38705980318063815, 0.44432797392277285, 0.40100627513777626, 0.36603028839181234, 0.40100627513777626, 0.35768457635277967, 0.16666227039212805]"
"['tunggu', 'jokowi', 'jd', 'tum', 'pdip', 'br']","[0.2, 0.2, 0.2, 0.2, 0.2]","[4.969181419268095, 1.8362480242006185, 5.499809670330265, 6.703782474656201, 6.0106352940962555]","[0.993836283853619, 0.3672496048401237, 1.0999619340660531, 1.3407564949312403, 1.2021270588192512]"
"['tuntut', 'scr', 'hukum', 'si', 'jkw']","[0.25, 0.25, 0.25, 0.25]","[4.544298225302828, 6.41610040220442, 5.499809670330265, 5.722953221644475]","[1.136074556325707, 1.604025100551105, 1.3749524175825663, 1.4307383054111187]"
"['turun', 'aja', 'yg', 'paksa', 'ga']","[0.2, 0.2, 0.2, 0.2, 0.2]","[3.8134107167600364, 3.973753366835216, 6.41610040220442, 4.336658860524585, 2.666596326274049]","[0.7626821433520073, 0.7947506733670432, 1.2832200804408842, 0.867331772104917, 0.5333192652548098]"
"['turun', 'bbm']","[0.5, 0.5]","[3.167665775094675, 4.336658860524585]","[1.5838328875473375, 2.1683294302622924]"
"['turun', 'jalan', 'dkk', 'kalo', 'cuman', 'medsos', 'tuh', 'dimentioned', 'cuman', 'ketawa', 'mesam', 'mesem', 'aja']","[0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[3.8134107167600364, 6.19295685089021, 5.31748811353631, 4.58351893845611, 7.1092475827643655, 7.1092475827643655, 5.8564846142689975, 4.336658860524585]","[0.42371230186222625, 1.3762126335311577, 0.5908320126151455, 0.5092798820506789, 0.7899163980849294, 0.7899163980849294, 0.6507205126965553, 0.4818509845027316]"
"['turun', 'tangan', 'langsung']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[5.499809670330265, 5.722953221644475, 4.336658860524585]","[1.8332698901100883, 1.9076510738814916, 1.4455529535081948]"
"['turut', 'tinggi', 'sistem', 'demokrasi', 'negeri', 'hidup', 'mbak', 'coba', 'aja', 'korupsi', 'mbak', 'lihat', 'turut', 'wajar', 'gimanapun', 'jokowi', 'letak', 'srimulyani', '', '']","[0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285, 0.07142857142857142]","[3.8134107167600364, 5.163337433709052, 6.703782474656201, 4.7578723256008875, 1.8362480242006185, 4.7578723256008875, 5.8564846142689975, 7.802394763324311, 5.163337433709052, 6.19295685089021, 7.802394763324311, 6.41610040220442]","[0.272386479768574, 0.3688098166935037, 0.47884160533258574, 0.33984802325720626, 0.13116057315718702, 0.33984802325720626, 0.41832032959064264, 1.1146278233320444, 0.3688098166935037, 0.44235406077787215, 1.1146278233320444, 0.45829288587174427]"
"['twit', 'tindak', 'bahaya', 'sulut', 'provokasi', 'massa', 'intoleran', 'anarkis', '', 'cari', 'proses', 'hukum', 'akun', '', '']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[6.41610040220442, 7.1092475827643655, 5.237445405862774, 4.544298225302828, 6.41610040220442, 6.19295685089021]","[1.0693500670340699, 1.1848745971273942, 0.8729075676437956, 0.7573830375504713, 1.0693500670340699, 1.0321594751483683]"
"['udah', 'aja', 'kagak', 'ngarti', 'ente', 'kadang', 'kadang', 'ente']","[0.125, 0.25, 0.25, 0.125, 0.125, 0.125]","[3.8134107167600364, 6.19295685089021, 6.703782474656201, 5.8564846142689975, 7.1092475827643655, 5.31748811353631]","[0.47667633959500455, 1.5482392127225526, 1.6759456186640502, 0.7320605767836247, 0.8886559478455457, 0.6646860141920388]"
"['udah', 'lebur', 'aja', '', 'udah', 'ngaku', 'kalo', 'tupoksi', 'bssn', 'gagal', 'tahan', 'kalo', 'tri', 'tri', '', 'blundrr', '', 'luamayan', 'hemat', 'anggar']","[0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.16666666666666666]","[3.8134107167600364, 6.41610040220442, 7.1092475827643655, 6.41610040220442, 4.58351893845611, 6.703782474656201, 6.41610040220442, 5.163337433709052, 5.31748811353631]","[0.3177842263966697, 0.5346750335170349, 0.5924372985636971, 0.5346750335170349, 0.7639198230760182, 0.5586485395546834, 0.5346750335170349, 0.8605562389515087, 0.8862480189227183]"
"['udh', 'gak', 'bener', 'nih']","[0.25, 0.25, 0.25, 0.25]","[5.237445405862774, 4.064725145040942, 5.237445405862774, 5.722953221644475]","[1.3093613514656934, 1.0161812862602355, 1.3093613514656934, 1.4307383054111187]"
"['udh', 'jam', 'coba', 'colek', 'pake', 'sangkur', 'jgn', 'udh', 'mati', '', '']","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857]","[5.163337433709052, 7.1092475827643655, 5.8564846142689975, 5.722953221644475, 5.31748811353631, 5.722953221644475]","[0.7376196333870074, 1.0156067975377665, 0.8366406591812853, 0.8175647459492106, 0.7596411590766157, 1.6351294918984212]"
"['udh', 'mikir', 'tipu', '', 'kyk', 'sambo', 'ne']","[0.2, 0.2, 0.2, 0.2, 0.2]","[6.703782474656201, 5.722953221644475, 5.8564846142689975, 6.41610040220442, 5.722953221644475]","[1.3407564949312403, 1.144590644328895, 1.1712969228537995, 1.2832200804408842, 1.144590644328895]"
['uh'],[],[],[]
"['ungkit', 'janji', 'jokowi', 'naik', 'bbm', 'rizal', 'ramli', 'lidah', 'tulang', 'laku', '', 'makzulinlurahngibul', 'makzulinlurahngibul']","[0.1, 0.1, 0.1, 0.1, 0.2, 0.1, 0.1, 0.1, 0.1]","[3.167665775094675, 4.969181419268095, 1.8362480242006185, 4.80666248977032, 4.088822696620003, 3.7593434954897607, 6.703782474656201, 6.19295685089021, 7.1092475827643655]","[0.3167665775094675, 0.4969181419268095, 0.18362480242006185, 0.480666248977032, 0.8177645393240006, 0.3759343495489761, 0.6703782474656201, 0.6192956850890211, 0.7109247582764366]"
"['ungkit', 'janji', 'jokowi', 'naik', 'bbm', 'rizal', 'ramli', 'lidah', 'tulang', 'makzulinlurahngibul', 'makzulinlurahngibul']","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[3.167665775094675, 4.969181419268095, 1.8362480242006185, 4.088822696620003, 3.7593434954897607, 6.703782474656201, 6.19295685089021, 7.1092475827643655]","[0.35196286389940834, 0.552131268807566, 0.20402755824451316, 0.9086272659155562, 0.4177048328321956, 0.7448647194062445, 0.6881063167655789, 0.7899163980849294]"
