label,tweet
"['demo', 'naik', 'harga', 'bbm', 'titik', 'polisi', 'nyata', 'situasi', 'jakarta', 'kondusif']",demo naik harga bbm titik polisi nyata situasi jakarta kondusif
"['demo', 'pergi', 'nih', 'om', '']",demo pergi nih om
"['demo', 'sia', 'sia', 'tdk', 'kompak', 'lawan', 'kuat', 'jokowi']",demo sia sia tdk kompak lawan kuat jokowi
"['demo', 'silah', 'anarki', 'banding', 'naik', 'bbm', 'era', 'sby', 'jokowi', 'pake', 'kalkulasi', 'emosi', 'era', 'sby', 'harga', 'bbm', 'rp', 'rp', 'naik', 'era', 'jokowi', 'premium', 'ganti', 'pertalite']",demo silah anarki banding naik bbm era sby jokowi pake kalkulasi emosi era sby harga bbm rp rp naik era jokowi premium ganti pertalite
"['demokrat', 'harga', 'bbm', 'turun', 'kali', 'era', 'sby', 'era', 'jokowi', 'lambung', '', '', 'makzulinlurahngibul', 'makzulinlurahngibul']",demokrat harga bbm turun kali era sby era jokowi lambung makzulinlurahngibul makzulinlurahngibul
"['demokrat', 'harga', 'bbm', 'turun', 'kali', 'era', 'sby', 'era', 'jokowi', 'makzulinlurahngibul', 'makzulinlurahngibul']",demokrat harga bbm turun kali era sby era jokowi makzulinlurahngibul makzulinlurahngibul
"['demokrat', 'harga', 'bbm', 'turun', 'kali', 'era', 'sby', 'era', 'jokowi', 'roket', '', '', 'makzulinlurahngibul', 'makzulinlurahngibul']",demokrat harga bbm turun kali era sby era jokowi roket makzulinlurahngibul makzulinlurahngibul
"['demokrat', 'harga', 'bbm', 'turun', 'kali', 'era', 'sby', 'era', 'jokowi', 'tdk', 'wo', 'kemarin', 'makzulinlurahngibul', 'makzulinlurahngibul']",demokrat harga bbm turun kali era sby era jokowi tdk wo kemarin makzulinlurahngibul makzulinlurahngibul
"['demokrat', 'kali', 'tiru', 'blt-nya', 'tiru', 'turun', 'bbm', 'kali', 'minyak', 'dunia', 'turun']",demokrat kali tiru blt-nya tiru turun bbm kali minyak dunia turun
"['desa', 'presiden', 'jokowi', 'turun', 'dengar', 'demo', 'bbm', 'malang', 'bagus', '', 'makzulinlurahngibul', 'makzulinlurahngibul']",desa presiden jokowi turun dengar demo bbm malang bagus makzulinlurahngibul makzulinlurahngibul
"['desa', 'wisata', 'nusantara', 'desawisatanusantara']",desa wisata nusantara desawisatanusantara
"['dimane', 'ras', 'nya', 'gw', '', '']",dimane ras nya gw
"['dinda', '', 'solusi', 'klo', 'bayar', 'hutang', 'ya', 'ngutang', 'lg', '', 'tdk', 'bayar', 'bunga', 'hutangny', 'hutang', '', 'gitu', 'loh', '', 'contohny', 'sdh', 'yg', 'sprti', '', 'jdi', 'hutang', 'akn', 'smkin', 'gunung', 'eeh', '', 'maaf', 'ya', 'dinda', 'solusi', 'atw', 'nyuruh', 'jurang', 'ya', 'habis', 'stres', 'sih', 'krn', 'bbm']",dinda solusi klo bayar hutang ya ngutang lg tdk bayar bunga hutangny hutang gitu loh contohny sdh yg sprti jdi hutang akn smkin gunung eeh maaf ya dinda solusi atw nyuruh jurang ya habis stres sih krn bbm
"['ditambahin', 'megawati', 'cebong', 'banding', 'jokowi', 'dn', 'sby', 'bandingin', 'jaman', 'harto']",ditambahin megawati cebong banding jokowi dn sby bandingin jaman harto
"['diviralkanpaling', 'ain', 'materai', 'isilop']",diviralkanpaling ain materai isilop
"['djangan', 'tertipoe', 'presiden', 'tampak', 'rohani', 'buat', 'roh', 'iblis']",djangan tertipoe presiden tampak rohani buat roh iblis
"['dl', 'ekonomi', 'roket', 'janji', 'doang', 'yg', 'roket']",dl ekonomi roket janji doang yg roket
"['dl', 'yg', 'tumbal', 'jokowi', 'ma', 'ahox', 'kss', 'tranjkarta', 'anak', 'buah', 'dy', '', 'sampe', 'mnggal', 'dunia', '', 'aduuhh', 'booonk', '', '', '']",dl yg tumbal jokowi ma ahox kss tranjkarta anak buah dy sampe mnggal dunia aduuhh booonk
"['dlu', 'mana', 'aja']",dlu mana aja
"['doa', 'jokowi', 'lengser', 'presiden']",doa jokowi lengser presiden
"['dogma', 'kacung', 'manusia', 'gurun']",dogma kacung manusia gurun
"['dongo', 'd', 'yg', 'naek', 'gila', 'gila', 'jokowi', 'ah', 'pinter', 'aja', 'susah']",dongo d yg naek gila gila jokowi ah pinter aja susah
"['double', 'standar', 'kpk', 'knp', 'lapor', 'masyrk', 'kpd', 'anak', 'jokowi', 'tdk', 'usut', 'bgtu', 'dgn', 'tournament', '', 'tdk', 'usut', 'gerombol', 'benci', 'anies', 'sehat']",double standar kpk knp lapor masyrk kpd anak jokowi tdk usut bgtu dgn tournament tdk usut gerombol benci anies sehat
"['doyan', 'yg', 'suka', 'mesum', '', '', '']",doyan yg suka mesum
"['dpr', 'ya', 'ga', 'tuju', 'yg', 'dienakin']",dpr ya ga tuju yg dienakin
"['dr', 'dl', 'klo', 'protes', 'tanda', 'perintah', 'mayoritas', 'dukung', 'jokowi', 'posisi', 'yg', 'bnr', 'abai']",dr dl klo protes tanda perintah mayoritas dukung jokowi posisi yg bnr abai
"['dr', 'pilres', 'aja', 'sdh', 'bukti', 'klo', 'rezim', 'laknat', 'sdh', 'halal', 'menangjdi', 'gk', 'heran', 'klo', 'skrg', 'rezim', 'akn', 'sj', 'yg', 'bangka', 'umat', 'islam krn', 'rezim', 'sdh', 'cap', 'fir aun', 'sejarah']",dr pilres aja sdh bukti klo rezim laknat sdh halal menangjdi gk heran klo skrg rezim akn sj yg bangka umat islam krn rezim sdh cap fir aun sejarah
"['dramajokowi', 'puan', 'kolam', '']",dramajokowi puan kolam
"['drun', 'lempar', 'batu', 'sembunyi', 'tangan', 'tutup', 'bodoh', 'bagooss', '', 'drun', 'lanjutken', '']",drun lempar batu sembunyi tangan tutup bodoh bagooss drun lanjutken
"['duduk', 'indonesia', 'ratus', 'juta', 'sih', 'kyak', 'gakada', 'yg', 'aja', '', 'salpok', '', 'kaki', 'julur', 'emang', 'pijit', 'ya', '']",duduk indonesia ratus juta sih kyak gakada yg aja salpok kaki julur emang pijit ya
"['duga', 'publik', 'bhw', 'rezim', 'perintah', 'acakadut', 'zhalim', 'pro', 'koruptor', 'dr', 'pd', 'rakyat', 'tega', 'adil', 'negara', 'hukum', 'sdh', 'mati', 'gerombol', 'dusta', 'bayar', 'mcm', 'cs', 'kerah']",duga publik bhw rezim perintah acakadut zhalim pro koruptor dr pd rakyat tega adil negara hukum sdh mati gerombol dusta bayar mcm cs kerah
"['duh', 'jokowi', 'njawani', 'rendah', 'pdhl', 'dokday', 'jenius', 'tiada', 'tara', 'masak', 'sm', 'putin', 'aja', 'g', 'nemu', 'topik']",duh jokowi njawani rendah pdhl dokday jenius tiada tara masak sm putin aja g nemu topik
"['duit', 'bpum', 'udah', 'rekening', 'blm', 'om', 'duit', 'd', 'rekening', 'bank', 'bri', 'om', 'traktor', 'aja', 'd', 'tarik', '']",duit bpum udah rekening blm om duit d rekening bank bri om traktor aja d tarik
"['dukung', 'ayo']",dukung ayo
"['dukung', 'golkar', 'jokowi', 'menang', 'suara', 'persen', 'milu', 'golkarsolid']",dukung golkar jokowi menang suara persen milu golkarsolid
"['dukung', 'jokowi', 'error']",dukung jokowi error
"['', '', 'dukung', 'jokowi', 'goblox', 'lo', '', '', 'jokowi', 'ga', 'berani', 'masuk', 'kota', 'diri', 'lo', 'ikutin', '', '', 'manusia', 'takut', 'kota', '', 'takut', 'tiang', 'listrik', '', 'manusia', 'percaya', 'tahayul', '', '', 'lo', 'bayar', 'goblox', '', '']",dukung jokowi goblox lo jokowi ga berani masuk kota diri lo ikutin manusia takut kota takut tiang listrik manusia percaya tahayul lo bayar goblox
"['dukung', 'jokowi', 'klo', 'hobi', 'bokep', 'open', 'bo', 'homo', 'cinta', 'lobang', 'taik', 'hobi', 'korup', 'ya', 'gitu', 'merek']",dukung jokowi klo hobi bokep open bo homo cinta lobang taik hobi korup ya gitu merek
"['dukung', 'jokowi', 'terap', 'mnyuarakan', '', 'blt', 'n', 'bansos', 'yg', 'sekian', 't', '', 'subsidikn', 'k', 'bbm', 'efektif', 'blt', 'or', 'bansos']",dukung jokowi terap mnyuarakan blt n bansos yg sekian t subsidikn k bbm efektif blt or bansos
"['', '', 'dukung', '', 'miskin', 'koruptor']",dukung miskin koruptor
"['dukung', 'mukidi', 'ajak', 'debat', 'tular', 'bodoh', '', 'debat', 'orang', 'bodoh', 'dg', 'diam', 'ga', 'diladenin', '']",dukung mukidi ajak debat tular bodoh debat orang bodoh dg diam ga diladenin
"['dukung', 'pilih', 'jokowi', 'presiden', '', 'puas']",dukung pilih jokowi presiden puas
['dungu'],dungu
"['dungu', 'idiot', 'kasihan']",dungu idiot kasihan
"['dunia', 'hadap', 'krisis', 'global', 'pesan', 'jokowi', 'ekonom', 'indonesia', 'butuh', 'pikir', 'abu', 'nawasyang', 'kancil', 'gitu']",dunia hadap krisis global pesan jokowi ekonom indonesia butuh pikir abu nawasyang kancil gitu
"['efek', 'kecewa', 'gk', 'pilih', 'jokowi', 'wapres', '', '']",efek kecewa gk pilih jokowi wapres
"['effendi', 'simbolon', 'indonesia', 'mundur', 'era', 'jokowi', 'kader', 'demokrat', 'bicara', 'kadrun', '', 'yg', 'ngomong', 'kadrun', 'dedengkot', 'tokoh', 'pdip', 'lho', '', 'panca', 'tanggap', 'kata', 'effendy', 'simbolon', 'rabu']",effendi simbolon indonesia mundur era jokowi kader demokrat bicara kadrun yg ngomong kadrun dedengkot tokoh pdip lho panca tanggap kata effendy simbolon rabu
"['ehhh', 'bambaaang', '', 'lo', 'mahasiswi', 'mane', 'kagak', 'lo', 'tampilin', 'perbadingan', 'kurs', 'busettt', 'bikin', 'banding', 'sembunyi', 'info', 'yg', 'gambar', 'ginian', 'ciihhh']",ehhh bambaaang lo mahasiswi mane kagak lo tampilin perbadingan kurs busettt bikin banding sembunyi info yg gambar ginian ciihhh
"['emang', 'bpk', 'tau', 'pikir', 'abu', 'nawas']",emang bpk tau pikir abu nawas
"['emang', 'jual', 'gasih', 'negara']",emang jual gasih negara
"['emang', 'patut', 'hukum', 'indonesia', 'moga', 'depan', 'hukum', 'tegak', 'ajar', 'masyarakat', 'muak', 'vulgar']",emang patut hukum indonesia moga depan hukum tegak ajar masyarakat muak vulgar
"['emang', 'tau', 'ginian', 'obligasi', 'aja', 'gak', 'tau', 'modal', 'baca', 'text']",emang tau ginian obligasi aja gak tau modal baca text
"['emg', 'jokowi', 'mo', 'nyapres', 'ganjar', 'junjung', 'ganjar', 'yg', 'mo', 'nyapres', 'yg', 'dibanggain', 'jokowi', 'trs', 'cebong', 'otak', 'lucu', '', '', '']",emg jokowi mo nyapres ganjar junjung ganjar yg mo nyapres yg dibanggain jokowi trs cebong otak lucu
"['emng', 'jokowi', '']",emng jokowi
"['enak', 'hidup', 'zaman', 'rezim', 'jokowi', 'koruptor', 'tahana', 'babat', 'habis', 'torus', 'km', 'ga', 'niat', 'korup', 'selagi', 'jokowi', 'enak', 'loh', 'hukum', 'bentar', 'aja', 'koq', 'koruptor', 'ratus', 'milyar', 'hukum', 'kek', 'maling', 'ayam', '']",enak hidup zaman rezim jokowi koruptor tahana babat habis torus km ga niat korup selagi jokowi enak loh hukum bentar aja koq koruptor ratus milyar hukum kek maling ayam
"['entar', 'kl', 'saran', 'abunawas', 'jokowi', 'mending', 'lengseaja', 'kl', 'tdk', 'tangan', 'roda', 'perintah', 'gmn', 'aap', 'terima']",entar kl saran abunawas jokowi mending lengseaja kl tdk tangan roda perintah gmn aap terima
"['ente', 'ga', 'ya', '', 'tanda', 'putin', 'tdk', 'orang', 'campur', 'urus', 'kek', 'gue', 'jg', 'gitu', 'sdh', 'mending', 'usir', 'lu', 'gimana']",ente ga ya tanda putin tdk orang campur urus kek gue jg gitu sdh mending usir lu gimana
"['enten', 'kadang', 'kadang']",enten kadang kadang
"['era', 'jokowi', 'taipan', 'ngatur', 'bijak', 'rizal', 'ramli', 'rezim', 'oligarki', 'makzulinlurahngibul', 'makzulinlurahngibul']",era jokowi taipan ngatur bijak rizal ramli rezim oligarki makzulinlurahngibul makzulinlurahngibul
"['erick', 'thohir', 'bbm', 'tdk', 'hny', 'kurang', 'subsidi', 'jokowi', 'bbm', 'krn', 'subsidi', 'tdk', 'sasar', 'menteri', 'esdm', 'sesuai', 'harga', 'gambar', 'bijak', 'yg', 'amburadul', 'perintah', 'isi', 'orang', 'bingung', 'tdk', 'ngurus', 'negara', 'bisa', 'nyusahin', 'rakyat']",erick thohir bbm tdk hny kurang subsidi jokowi bbm krn subsidi tdk sasar menteri esdm sesuai harga gambar bijak yg amburadul perintah isi orang bingung tdk ngurus negara bisa nyusahin rakyat
"['ex', 'bupati', 'banyuwangi']",ex bupati banyuwangi
"['fakta', 'mu', 'ngelonte', 'njing']",fakta mu ngelonte njing
"['fans', 'berat', 'jokowi', 'silah', 'ban']",fans berat jokowi silah ban
"['fasilitas', 'input', 'lapor', 'konfergensi', 'cegah', 'stunting', 'skala', 'lokal', 'desa', 'pendampingdesainspiratif']",fasilitas input lapor konfergensi cegah stunting skala lokal desa pendampingdesainspiratif
"['fb', 'dr', 'nol', 'lg', '', '']",fb dr nol lg
"['ferd', 'sambo', 'presiden', 'reformasi', 'polri', 'ga', 'bisa', 'kasih', 'statement', '', 'hehehehe']",ferd sambo presiden reformasi polri ga bisa kasih statement hehehehe
"['fokus', 'demo', 'dpr', 'jokowi', 'pdip', 'satron']",fokus demo dpr jokowi pdip satron
"['fokus', 'dpr', 'jokowi', 'pdip', 'digeruduk']",fokus dpr jokowi pdip digeruduk
"['foto', 'presiden', 'jokowi', 'ajak', 'presiden', 'filipina', 'nongkrong', 'sarinah']",foto presiden jokowi ajak presiden filipina nongkrong sarinah
"['fungsi', 'nya', 'sila', 'pancasila', 'ya']",fungsi nya sila pancasila ya
"['ga', 'agama', 'nya', 'iman', 'krupuk', 'woles', 'bae']",ga agama nya iman krupuk woles bae
"['ga', 'bukti', 'balik', 'harta', 'm', 'gimana']",ga bukti balik harta m gimana
"['ga', 'ga', 'menteri', 'tukang', 'dusta', '']",ga ga menteri tukang dusta
"['ga', 'jokowi', 'periksa', '']",ga jokowi periksa
"['ga', 'marahin', 'bu', 'mega', 'beliau', 'nagis', 'kl', 'bbm', 'ehbga', 'tuju', 'blt', 'ya', 'k']",ga marahin bu mega beliau nagis kl bbm ehbga tuju blt ya k
"['ga', '', '', 'otakdoyong']",ga otakdoyong
"['ga', 'relevan', 'kalimat', 'presiden', 'ga', 'intervensi', 'jokowi', 'bilang', 'kampanye', 'kuat', 'kpk', 'berantas', 'korupsi', 'dll', 'ya', 'tugas', 'kapolri', 'yntkts', 'hehhehehe']",ga relevan kalimat presiden ga intervensi jokowi bilang kampanye kuat kpk berantas korupsi dll ya tugas kapolri yntkts hehhehehe
"['ga', 'sumbangsih', 'negara', 'bawel', '', 'mikir', '', 'mikir', '', 'mikir', '', 'perut', 'digedein', '']",ga sumbangsih negara bawel mikir mikir mikir perut digedein
"['ga', 'tuju']",ga tuju
"['gak', 'berani', 'periksa', 'anak', 'jokowi', '']",gak berani periksa anak jokowi
"['gak', 'cari', 'rotan', 'sampah', '']",gak cari rotan sampah
"['gak', 'didengerin', 'komen', 'netizen', 'demo', 'lapang', 'udah', 'kaya', 'omnibus', 'law']",gak didengerin komen netizen demo lapang udah kaya omnibus law
"['gak', 'ganti', 'maluin']",gak ganti maluin
"['gak', 'ikhlas', 'kl', 'jokowi', 'mundur', '', 'yg', 'periode', 'lg', '']",gak ikhlas kl jokowi mundur yg periode lg
"['gak', '', 'kuasa', 'kcbonk-pki', 'udh', 'tamat', '', 'mrk', 'hancur', 'jokowi', 'tamat', '', 'aamiin', '']",gak kuasa kcbonk-pki udh tamat mrk hancur jokowi tamat aamiin
"['gak', 'sasar', 'solusi', 'tega', 'atur', 'bbm', 'subsidi', 'jual', '', 'sepeda', 'motor', 'perahu', 'nelayan', '', 'angkut', 'logistik', '', 'angkut', 'set', 'titik', 'dispenser', 'kecuali', 'motif', 'ambisi', 'tambal', 'beban', 'hutang', '', '']",gak sasar solusi tega atur bbm subsidi jual sepeda motor perahu nelayan angkut logistik angkut set titik dispenser kecuali motif ambisi tambal beban hutang
"['gak', 'yg', 'lapor', 'presiden', 'ya', 'asn', 'pimpin', 'orang', 'kek', 'gin', 'surammm', '', '', '']",gak yg lapor presiden ya asn pimpin orang kek gin surammm
"['gak', 'yg', 'lbh', 'bersih', 'yg', 'angkat']",gak yg lbh bersih yg angkat
"['gakrtolong', 'sih', 'mas', 'emang', 'bener', 'claim', 'hackernya']",gakrtolong sih mas emang bener claim hackernya
"['ganti', 'yg', 'orang', 'bodoh', 'ga', 'planga', 'plongo', 'pasti', 'si', 'ganti', 'bahasa', 'inggris', 'wawas', 'kharismatik', 'diplomat', 'ulung']",ganti yg orang bodoh ga planga plongo pasti si ganti bahasa inggris wawas kharismatik diplomat ulung
"['gantung', 'pres', 'sbb', 'presiden', 'panglima', 'tinggi', 'putus', 'presiden', 'kl', 'pres', 'jalan', 'mesti', 'jokowi', 'berani', 'larang', 'warga', 'asing', 'kuasa', 'tanah', 'ri', 'mafia', 'china', 'yg', 'suka', 'main', 'sikat', 'tanah', 'milik', 'rakyat', 'pribumi']",gantung pres sbb presiden panglima tinggi putus presiden kl pres jalan mesti jokowi berani larang warga asing kuasa tanah ri mafia china yg suka main sikat tanah milik rakyat pribumi
"['gas', 'muda', 'ajak', 'tuang', 'sudut', 'pandang', 'kait', 'sektor', 'prioritas', 'g', 'keikutsertaannya', 'lomba', 'vlog']",gas muda ajak tuang sudut pandang kait sektor prioritas g keikutsertaannya lomba vlog
"['geger', 'advokat', 'ngamuk', 'seru', 'tangkap', 'jokowi']",geger advokat ngamuk seru tangkap jokowi
"['gelar', 'tiker', 'tunggu', 'runtuh', 'kubu', '']",gelar tiker tunggu runtuh kubu
"['gelintir', 'orang', 'puji', 'jokowi', 'kecewa', 'puji', 'makzulkanlurahngibul', 'makzulkanlurahngibul']",gelintir orang puji jokowi kecewa puji makzulkanlurahngibul makzulkanlurahngibul
"['gerombol', 'ente', 'yg', 'mnjdi', 'beban', 'negara']",gerombol ente yg mnjdi beban negara
"['giat', 'yg', 'selenggara', 'ditjen', 'aptika', 'hadir', 'startup', 'daerah', 'indonesia', 'venture', 'capital', 'negara']",giat yg selenggara ditjen aptika hadir startup daerah indonesia venture capital negara
"['gila', 'emang', 'perintah', 'skg', 'org', 'ga', 'bener', 'dimasukin', 'coba', 'kalo', 'ga', 'kontrol']",gila emang perintah skg org ga bener dimasukin coba kalo ga kontrol
"['gila', '', 'ibadah', 'aja', 'ampe', 'larang', '']",gila ibadah aja ampe larang
"['gilir', 'putra', 'jokowi', 'panggil', 'kpk', 'lapor', 'ubedilah', 'badrun']",gilir putra jokowi panggil kpk lapor ubedilah badrun
['gimana'],gimana
"['gimana', 'gimana', 'tanggap', 'dusta', 'iantara', '']",gimana gimana tanggap dusta iantara
"['gimana', 'serius', 'gak']",gimana serius gak
"['gimana', 'yg', 'nyoblos', 'pakde', 'udh', 'nyesel', 'blm']",gimana yg nyoblos pakde udh nyesel blm
"['gin', 'menteri', 'partai', '', 'bapuk', '']",gin menteri partai bapuk
"['gin', 'presiden', 'leh', 'parah', 'jokowi']",gin presiden leh parah jokowi
['gk'],gk
"['gk', 'mundur', '', 'gk', 'malu', 'diharepin', 'mundur']",gk mundur gk malu diharepin mundur
['gmn'],gmn
"['gonta', 'ganti', 'menteri', 'ngak', 'ngaruh', 'yg', 'hrs', 'ganti', 'pranksiden', 'nya']",gonta ganti menteri ngak ngaruh yg hrs ganti pranksiden nya
"['guna', 'lie', 'detector', 'usul', 'awalsemestinya', 'penyidikanbukan', 'berkas', 'p', 'apalahkrn', 'hak', 'sidik']",guna lie detector usul awalsemestinya penyidikanbukan berkas p apalahkrn hak sidik
"['guru', 'sertifikat', 'guru', 'aman', 'sertifikat', 'guru', 'lulus', 'ppg', 'uu', 'undang', 'ajar', 'baca', 'pasal']",guru sertifikat guru aman sertifikat guru lulus ppg uu undang ajar baca pasal
"['gw', 'alam', 'nurunin', 'monyet', 'dr', 'pohon', 'yg', 'rusak', 'pohon', 'yg', 'buah', 'lebat', 'gw', 'tembak', 'boolnya', 'gak', 'gak', 'turun', 'riak', 'monyet', 'ngeledek']",gw alam nurunin monyet dr pohon yg rusak pohon yg buah lebat gw tembak boolnya gak gak turun riak monyet ngeledek
"['gw', 'percaya', 'jokowi', 'pasok', 'duit', 'triliun', 'ndan', '']",gw percaya jokowi pasok duit triliun ndan
"['gw', 'pikir', 'kemaren', 'ngga', 'becus', 'pilih', 'menteri', 'krn', 'bisik', 'yg', 'ngga', 'kompeten', 'tp', '', 'alas', 'pilih', 'azwar', 'anas', 'menpan-rb', 'jokowi', 'track', 'record', 'nya', 'lihat', 'langsung', 'klik', 'baca']",gw pikir kemaren ngga becus pilih menteri krn bisik yg ngga kompeten tp alas pilih azwar anas menpan-rb jokowi track record nya lihat langsung klik baca
"['hadap', 'krisis', 'efek', 'perang', 'rusia', 'ukraina', 'jokowi', 'siap', 'strategi', 'untukkesejahteraannkri']",hadap krisis efek perang rusia ukraina jokowi siap strategi untukkesejahteraannkri
"['hadewh', '', 'jaman', 'jokowi', 'umr', 'gaji', 'pns', 'utang', 'nambah', 'harga', 'saat', 'minyak', 'dunia', 'turun', 'ndak', 'batal', 'ikn', 'kereta', 'cepat', '']",hadewh jaman jokowi umr gaji pns utang nambah harga saat minyak dunia turun ndak batal ikn kereta cepat
"['hahahaha', 'cecunguk', 'nongol cari', 'sensasi']",hahahaha cecunguk nongol cari sensasi
"['hahahahha', 'rangkul', 'sdh', 'kasih', 'sempat', 'kerja', 'nol', 'maaf', 'mas', 'hehehh']",hahahahha rangkul sdh kasih sempat kerja nol maaf mas hehehh
"['hai', 'bagi', 'wisata', 'aplikasi', 'desa', 'wisata', 'nusantara', 'desawisatanusantara', 'tppjawatimur', 'tpptrenggalek']",hai bagi wisata aplikasi desa wisata nusantara desawisatanusantara tppjawatimur tpptrenggalek
"['halah', 'jokowi', 'ngerti']",halah jokowi ngerti
"['hancur', 'ekonomi', 'rakyat']",hancur ekonomi rakyat
"['harga', 'bbm', 'mahasiswa', 'bengkulu', 'jokowi', 'ingkar', 'janji', 'makzulinlurahngibul', 'makzulinlurahngibul']",harga bbm mahasiswa bengkulu jokowi ingkar janji makzulinlurahngibul makzulinlurahngibul
"['harga', 'bbm', 'otomatis', 'harga', 'yg', 'dampak', 'ah']",harga bbm otomatis harga yg dampak ah
"['harga', 'bbm', 'percaya', 'publik', 'jokowi', 'rendah', 'amat', 'masyarakat', 'susah', 'hajaaalll', 'tagaaalllnya', '', '', 'makzulinlurahngibul', 'makzulinlurahngibul']",harga bbm percaya publik jokowi rendah amat masyarakat susah hajaaalll tagaaalllnya makzulinlurahngibul makzulinlurahngibul
"['harga', 'bbm', 'percaya', 'publik', 'jokowi', 'rendah', 'amat', 'masyarakat', 'susah', 'makzulinlurahngibul', 'makzulinlurahngibul']",harga bbm percaya publik jokowi rendah amat masyarakat susah makzulinlurahngibul makzulinlurahngibul
"['harga', 'bbm', 'roket', 'mari', 'dukung', 'jokowi', 'jabat', 'periode', 'hehehehe', 'makzulinlurahngibul', 'makzulinlurahngibul', '', '', '']",harga bbm roket mari dukung jokowi jabat periode hehehehe makzulinlurahngibul makzulinlurahngibul
"['harga', 'bbm', 'roket', 'mari', 'dukung', 'jokowi', 'jabat', 'periode', 'makzulinlurahngibul', 'makzulinlurahngibul']",harga bbm roket mari dukung jokowi jabat periode makzulinlurahngibul makzulinlurahngibul
"['harga', 'bbm', 'roket', 'mari', 'dukung', 'jokowi', 'jabat', 'periode', 'skalian', 'umur', 'hidup', '', '', 'pluto', '', 'bawa', 'bani', 'bipang', 'ma', 'cebong', 'loe', '', '', '', 'makzulinlurahngibul', 'makzulinlurahngibul', '']",harga bbm roket mari dukung jokowi jabat periode skalian umur hidup pluto bawa bani bipang ma cebong loe makzulinlurahngibul makzulinlurahngibul
"['harga', 'harga', 'cabe', 'capai', 'rb', 'kg', 'bbm', 'komoditi', 'stabil', 'sering', 'cek', 'pasar', 'swalayan', 'besar beras', 'stabil', 'bbm', 'keluh', 'beli', 'rokok', 'hari', 'sebubgkus', 'rb', 'lucu']",harga harga cabe capai rb kg bbm komoditi stabil sering cek pasar swalayan besar beras stabil bbm keluh beli rokok hari sebubgkus rb lucu
"['harga', 'minyak', 'mentah', 'longsor', 'harga', 'barel', '', 'sih', 'bisik', 'naikin', 'bbm', '']",harga minyak mentah longsor harga barel sih bisik naikin bbm
"['harga', 'nya', 'masukin', 'suka', 'manipulasi', 'hukum', 'rezim', 'suka', 'manipulasi', 'data', 'buzzer', 'komisaris', 'laku', 'mesum', 'jdi', 'menteri', 'hobby', 'bokep', 'gubernur', 'nista', 'agama', 'komisaris', 'bumn', 'koruptor', 'bebas', 'dll']",harga nya masukin suka manipulasi hukum rezim suka manipulasi data buzzer komisaris laku mesum jdi menteri hobby bokep gubernur nista agama komisaris bumn koruptor bebas dll
"['haru', 'test', 'progresif', 'nih']",haru test progresif nih
"['hater', 'hates', 'jokowi', 'jelas', 'bangun', 'nkri', 'aja', 'tuduh', 'pki', 'asu', 'kabeh', 'kadrun', 'kok', 'sok', 'bawa', 'belanda']",hater hates jokowi jelas bangun nkri aja tuduh pki asu kabeh kadrun kok sok bawa belanda
"['hawatir', 'mur', 'allahsebab', 'perintah', 'muslim', 'dikatagorikan', 'islam', 'taat', 'perintah']",hawatir mur allahsebab perintah muslim dikatagorikan islam taat perintah
"['hebat', 'perintah', 'hasil', 'revolusi', 'mental', 'apbn', 'megap', 'tinggal', 'kurang', 'subsidi', 'cerdas']",hebat perintah hasil revolusi mental apbn megap tinggal kurang subsidi cerdas
"['hebat', 'presiden', 'jokowi', '']",hebat presiden jokowi
"['hebat', 'ya', 'jaman', 'jokowi', '', '', '', 'presiden', 'baik', 'takut', 'koruptor', 'anjirrr', 'hayang', 'utah', '', '', '']",hebat ya jaman jokowi presiden baik takut koruptor anjirrr hayang utah
"['hebat', 'ya', 'koruptor', 'diskon', 'tahan', '', '']",hebat ya koruptor diskon tahan
"['henti', 'presiden', 'jokowi', 'incar', 'ketua', 'otoritas', 'ikn', 'prediksi']",henti presiden jokowi incar ketua otoritas ikn prediksi
"['hi', 'om', 'ujang', 'yg', 'sebentar', 'mo', 'kawin', 'sbnrnya', 'kau', 'kagak', 'suka', 'ri', 'joko', 'widodo', 'kagak', 'jalan', 'dgn', 'politik', 'ya', 'gpp', 'kalo', 'lg', 'kerja', 'jd', 'host', 'kau', 'kudu', 'independent', 'cool', 'profesional', 'dll', 'kalo', 'kau', 'mo', 'leluasa', 'bikin', 'aja', 'vlog', 'podcast', 'dll']",hi om ujang yg sebentar mo kawin sbnrnya kau kagak suka ri joko widodo kagak jalan dgn politik ya gpp kalo lg kerja jd host kau kudu independent cool profesional dll kalo kau mo leluasa bikin aja vlog podcast dll
"['hidup', 'jokowi', '', '']",hidup jokowi
"['hidup', 'jokowi', 'hidup', 'puan', 'jokowi', 'periode', 'jokowi', 'puan', 'capres', 'cawapres', 'jaya', 'jaya', 'jaya', '', '', '']",hidup jokowi hidup puan jokowi periode jokowi puan capres cawapres jaya jaya jaya
['hilih'],hilih
"['hitung', 'dgn', 'suku', 'bunga', 'depositobiar']",hitung dgn suku bunga depositobiar
"['hmi', 'demonstrasi', 'tolak', 'naik', 'bbm', 'dukung', 'jokowi', 'demo', 'tolak', 'demo']",hmi demonstrasi tolak naik bbm dukung jokowi demo tolak demo
