label,tweet
"['hoekoem', 'buka', 'tutup', 'djaloer', 'poentjak', 'memboeat', 'ellon', 'musk', 'pikir', 'juta', 'kali']",hoekoem buka tutup djaloer poentjak memboeat ellon musk pikir juta kali
"['hukum', 'perintah', '']",hukum perintah
"['idola', 'gerombol', 'kadrun', 'mengsle', '', '', 'orang', 'yg', 'waras', 'rata', 'jijiek', 'drun', 'klo', 'xan', 'mah', 'pantes', 'aja', 'krn', 'kepala', 'pajang', 'doank', 'dalem', 'kopong', 'drun', '', '', '']",idola gerombol kadrun mengsle orang yg waras rata jijiek drun klo xan mah pantes aja krn kepala pajang doank dalem kopong drun
"['ifg', 'life', 'duluan', 'migrasi', 'aset', 'jiwasraya', 'kasihan', 'nasabah', 'kasih', 'aset', 'yg', 'clear', 'and', 'clean', 'sehat', 'adab', 'presiden', 'malu', 'hadap', 'dgn', 'investor', 'yg', 'invest', 'indonesia']",ifg life duluan migrasi aset jiwasraya kasihan nasabah kasih aset yg clear and clean sehat adab presiden malu hadap dgn investor yg invest indonesia
"['ikut', 'doa', 'jokowi', 'amin', 'yra', 'moga', 'azab', 'pedih', 'bohong', '', '', '', '', '', '']",ikut doa jokowi amin yra moga azab pedih bohong
"['indonesia', 'bebas', 'kebebasananya', 'orag', 'hak', 'hidup', 'indonesia', 'ripkebebasanberagama', 'riptoleransiantarumatberagamacilegon', 'uudpasal', 'riwayat', 'presidenri']",indonesia bebas kebebasananya orag hak hidup indonesia ripkebebasanberagama riptoleransiantarumatberagamacilegon uudpasal riwayat presidenri
"['indonesia', 'dibandinginnya', 'amerika', 'eropa', 'gaji', 'indonesia', 'hasil', 'minyak', 'kaya', 'malaysia', 'gak', 'transparan', 'harga', 'pertamina', 'darimana']",indonesia dibandinginnya amerika eropa gaji indonesia hasil minyak kaya malaysia gak transparan harga pertamina darimana
"['indonesia', 'negeri', 'sakit', 'terimakasih']",indonesia negeri sakit terimakasih
"['indonesia', 'negeri', 'syurga', 'koruptor', 'hukum', 'ringan', 'miskin', 'pakai', 'atribut', 'agama', 'sidang', 'soleha', 'ringan', 'hukum', 'hakim', 'nya', 'negeri', 'koruptor']",indonesia negeri syurga koruptor hukum ringan miskin pakai atribut agama sidang soleha ringan hukum hakim nya negeri koruptor
"['indonesia', 'pulih', '', '', 'follow', 'me', '', '', '', '', '', '', '', '', '', '', 'indonesiadamai', 'indonesiaviral', 'indonesiacantik', 'indonesiabangkit', 'indonesiapulihlebihcepat', 'appleevent', 'jokowi']",indonesia pulih follow me indonesiadamai indonesiaviral indonesiacantik indonesiabangkit indonesiapulihlebihcepat appleevent jokowi
"['indonesia', 'tang', 'mu', 'mundur', 'asu']",indonesia tang mu mundur asu
"['infrastruktur', 'yg', 'sasar', 'bangun', 'jalan', 'lintas', 'provinsi', 'jalan', 'desa', 'posyandu', 'pasar', 'desa', 'bendung', 'embung', 'dll', 'salah', 'sasar', 'tumbuh', 'ekonomi', 'awal', 'mada', 'infrastruktur', 'rakyat', 'lbh', 'suka', 'duit', 'bakar', 't']",infrastruktur yg sasar bangun jalan lintas provinsi jalan desa posyandu pasar desa bendung embung dll salah sasar tumbuh ekonomi awal mada infrastruktur rakyat lbh suka duit bakar t
"['inget', 'yg', 'mesum', 'oh', 'negri', 'ku', '']",inget yg mesum oh negri ku
"['institusi', 'tinggi', 'aja', 'sulit', '', 'bintang', 'takut', 'bintang']",institusi tinggi aja sulit bintang takut bintang
"['insya', 'allah', 'anies', 'presiden', 'ri', 'ganti', 'jokowi']",insya allah anies presiden ri ganti jokowi
"['inti', 'takut', '']",inti takut
"['inti', 'turun', 'jokowi', 'maaruf', 'amin']",inti turun jokowi maaruf amin
"['iphone', 'pro', 'beli', 'bayar', 'blt', 'jokowi', 'semangat']",iphone pro beli bayar blt jokowi semangat
"['ir h deden', 'hidayat', 'kompassatu', 'desak', 'presiden', 'jokowi', 'perhati', 'khusus', 'bangkit', 'gera', 'intoleransi', 'indonesia', '', 'tabloid', 'lintas', 'pena']",ir h deden hidayat kompassatu desak presiden jokowi perhati khusus bangkit gera intoleransi indonesia tabloid lintas pena
['iso'],iso
"['iya', 'bener']",iya bener
"['iyaa', 'rakyat', 'jepit', 'bolak', 'bawah', 'bahas', 'kubu', 'kubu', 'ga', 'ngerasain', 'jual', 'babi', 'ongkos', '']",iyaa rakyat jepit bolak bawah bahas kubu kubu ga ngerasain jual babi ongkos
"['iyajokowi', 'partai', 'nya', 'emang', 'sayang', 'koruptor']",iyajokowi partai nya emang sayang koruptor
"['jabat', 'negara', 'ekonom', 'strategi', 'hadap', 'krisis', 'jokowi', 'untukkesejahteraannkri']",jabat negara ekonom strategi hadap krisis jokowi untukkesejahteraannkri
"['jabat', 'takyt', 'sanksi', 'yg', 'firman', 'allah', 'duli', 'tanda', 'zalim', 'sisip', 'ayat', 'allah', 'om', 'hati', 'sdh', 'batu']",jabat takyt sanksi yg firman allah duli tanda zalim sisip ayat allah om hati sdh batu
"['jago', 'dg', 'rakyat', 'ya']",jago dg rakyat ya
"['jaksa', 'agung', 'polisi', 'eksekutif', 'putus', 'hukum', 'hakim', 'kpk', 'pilih', 'dpr', 'hasil', 'seleksi', 'tim', 'intervensi', 'ranah', 'perintah', 'eksekutif', 'dlm', 'hukum', 'hny', 'proses', 'sdh', 'putus', 'sp', 'grasi', 'amnesti', 'uu', 'dpr', 'darurat', 'perppu']",jaksa agung polisi eksekutif putus hukum hakim kpk pilih dpr hasil seleksi tim intervensi ranah perintah eksekutif dlm hukum hny proses sdh putus sp grasi amnesti uu dpr darurat perppu
"['jaman', 'jokowi', 'ppn', 'uang', 'pensiun', 'beban', 'subsidi', 'pupuk', 'rang', 'iur', 'paksa', 'bpjs', 'jual', 'plastik', 'kresek', 'biji', 'perak', 'ya', 'naik', 'harga', 'bbm', 'butuh', 'duit', 'bayar', 'utang', 'salam', 'manis', 'maling', 'bebas', 'kemaren', 'muach', 'muach']",jaman jokowi ppn uang pensiun beban subsidi pupuk rang iur paksa bpjs jual plastik kresek biji perak ya naik harga bbm butuh duit bayar utang salam manis maling bebas kemaren muach muach
"['jaman', 'lingkar', 'kuasa', 'thn', 'sby', 'bbm', '', 'jaman', 'jokowi', 'naik', 'bbm', '', 'pake', 'rumus', 'tsb', 'ya', '']",jaman lingkar kuasa thn sby bbm jaman jokowi naik bbm pake rumus tsb ya
"['jambang', 'permai', 'desa', 'kaliwedi', 'sragen', 'desawisatanusantara', 'tppjawatimur', 'tpptrenggalek']",jambang permai desa kaliwedi sragen desawisatanusantara tppjawatimur tpptrenggalek
"['janagn', 'ngebet', 'komisaris', 'ya', '', 'orang', 'tau', 'tabiat', 'andapenjilat', '', 'jelekin', 'jokowi', 'jilat', '', 'hormat', 'effendi', 'simbolon', '']",janagn ngebet komisaris ya orang tau tabiat andapenjilat jelekin jokowi jilat hormat effendi simbolon
"['janji', 'jokowi', 'kampanye', 'kali', 'harga', 'bbm', 'era', 'jokowi', 'amat', 'langgar', 'janji', 'makzulinlurahngibul', 'makzulinlurahngibul']",janji jokowi kampanye kali harga bbm era jokowi amat langgar janji makzulinlurahngibul makzulinlurahngibul
"['janji', 'kampanye', 'jokowi', 'pertamina', 'menglahkan', 'petronas', 'pepes', 'kosong', 'warga', 'malaysia', 'beli', 'pertamax', 'ron', 'harga', 'rp', '', 'liter', 'murah', 'banding', 'dg', 'harga', 'bbm', 'subsidi', 'pertalite', 'harga', 'rp', '', 'liter']",janji kampanye jokowi pertamina menglahkan petronas pepes kosong warga malaysia beli pertamax ron harga rp liter murah banding dg harga bbm subsidi pertalite harga rp liter
"['jawa', 'kaga', 'nyali', 'tempe', 'yg', 'pasti', 'hidup', 'mrk', 'kaga', 'ahlak', 'akidah', 'malu', 'wali', 'songo', 'ceng', 'hoo', 'turun', 'dibuag', 'tumbal', 'kaga', 'hidup', 'yg', 'hidup', 'nama', 'bobrok', 'moral', 'dukun', 'besar', 'biar', 'jajah', 'atas', 'jajah', 'dunia']",jawa kaga nyali tempe yg pasti hidup mrk kaga ahlak akidah malu wali songo ceng hoo turun dibuag tumbal kaga hidup yg hidup nama bobrok moral dukun besar biar jajah atas jajah dunia
"['jd', '', 'ya', '']",jd ya
"['jembatan', 'mangrove', 'desa', 'psar', 'banggi', 'rembang', 'desawisatanusantara', 'tppjawatimur', 'tpptrenggalek']",jembatan mangrove desa psar banggi rembang desawisatanusantara tppjawatimur tpptrenggalek
['jembut'],jembut
"['jenius', 'dok']",jenius dok
"['jerit', 'rakyat', 'presiden', 'ri', 'jokowi', '', 'tolong', 'rakyat', '']",jerit rakyat presiden ri jokowi tolong rakyat
"['jerit', 'warga', 'jokowi', 'kerek', 'harga', 'bbm', 'makzulinlurahngibul', 'makzulinlurahngibul']",jerit warga jokowi kerek harga bbm makzulinlurahngibul makzulinlurahngibul
['jga'],jga
['jokowi'],jokowi
"['jokowi', 'aku', 'bangga', 'kerja', 'sektor', 'tani', 'indonesia']",jokowi aku bangga kerja sektor tani indonesia
"['jokowi', 'alas', 'putus', 'lockdown', 'kali', 'covid', 'rebak', 'kemarin', 'untukkesejahteraannkri']",jokowi alas putus lockdown kali covid rebak kemarin untukkesejahteraannkri
"['jokowi', 'alas', 'putus', 'lockdown', 'kali', 'covid', 'rebak', 'untukkesejahteraannkri']",jokowi alas putus lockdown kali covid rebak untukkesejahteraannkri
"['jokowi', 'alas', 'putus', 'lockdown', 'kali', 'covid', 'rebak', 'untukkesejahteraannkri', 'asdzx']",jokowi alas putus lockdown kali covid rebak untukkesejahteraannkri asdzx
"['jokowi', 'alas', 'putus', 'lockdown', 'kali', 'covid', 'rebak', 'untukkesejahteraannkri', 'y']",jokowi alas putus lockdown kali covid rebak untukkesejahteraannkri y
"['jokowi', 'alas', 'putus', 'lockdown', 'kolaborasi', 'butuh', 'hadap', 'tantang', 'ekonomi', 'global', 'untukkesejahteraannkri']",jokowi alas putus lockdown kolaborasi butuh hadap tantang ekonomi global untukkesejahteraannkri
"['jokowi', 'barangkali', 'taumenteri', 'yg', 'lantik', 'mesum', 'jaga', 'malu', '']",jokowi barangkali taumenteri yg lantik mesum jaga malu
"['jokowi', 'blm', 'lahir', '']",jokowi blm lahir
"['jokowi', 'bohong']",jokowi bohong
"['jokowi', 'cabut', 'bijak', 'naik', 'bbm', 'demo', 'makzulinlurahngibul', 'makzulinlurahngibul']",jokowi cabut bijak naik bbm demo makzulinlurahngibul makzulinlurahngibul
"['jokowi', 'cerita', 'sulit', 'bicara', 'putin', 'belok', 'topik', 'ketemu', 'ketemu', 'bbm', 'dinaikin', '', '', 'makzulinlurahngibul', 'makzulinlurahngibul']",jokowi cerita sulit bicara putin belok topik ketemu ketemu bbm dinaikin makzulinlurahngibul makzulinlurahngibul
"['jokowi', 'citra', 'rakyat', 'beliau', 'citra', 'beliau', 'berani', 'keluar', 'bijak', 'yg', 'populer', 'naik', 'harga', 'bbm', 'bukti', 'jokowi', 'benar', 'negara', 'rakyat', 'citra']",jokowi citra rakyat beliau citra beliau berani keluar bijak yg populer naik harga bbm bukti jokowi benar negara rakyat citra
"['jokowi', 'di-backing', 'orang', 'kayak', 'gin']",jokowi di-backing orang kayak gin
"['jokowi', 'diam', 'kejam', 'selesai', 'langgar', 'ham', 'papua', 'bukti', 'omong', 'kosong']",jokowi diam kejam selesai langgar ham papua bukti omong kosong
"['jokowi', 'ekonomi', 'indonesia', 'stabil', 'tumbuh', 'persen', 'bansos', 'sasar']",jokowi ekonomi indonesia stabil tumbuh persen bansos sasar
"['jokowi', 'gak', 'bilang', 'moga', 'selesai']",jokowi gak bilang moga selesai
"['jokowi', 'ganti', 'tum', 'urus', 'internal', 'ppp']",jokowi ganti tum urus internal ppp
"['jokowi', 'gimana', 'sh', 'kayak', 'gada', 'orang', 'laen', 'yg', 'capable', 'aja', 'menteri', 'dah']",jokowi gimana sh kayak gada orang laen yg capable aja menteri dah
"['jokowi', 'indonesia']",jokowi indonesia
"['jokowi', 'jadwal', 'kunjung', 'tim', 'september', 'agenda']",jokowi jadwal kunjung tim september agenda
"['jokowi', 'janji', 'pimpin', 'jakarta', 'tolakjokowinyapres']",jokowi janji pimpin jakarta tolakjokowinyapres
"['jokowi', 'liat', 'video', 'langsung', '']",jokowi liat video langsung
"['jokowi', '', 'lihat', 'langsung', '', '', '', '']",jokowi lihat langsung
"['jokowi', 'main', 'angkat', 'pikir', 'dlu', 'dengkul']",jokowi main angkat pikir dlu dengkul
"['jokowi', 'masuk', 'ikn', 'daftar', 'proyek', 'strategis', 'rampung', 'bansos', 'sasar']",jokowi masuk ikn daftar proyek strategis rampung bansos sasar
"['jokowi', 'menilaiii', 'perang', 'antaraaa', 'rusia', 'ukraina', 'untukkesejahteraannkri']",jokowi menilaiii perang antaraaa rusia ukraina untukkesejahteraannkri
"['jokowi', 'mundur', 'korban', 'nasib', 'bangsa', 'satu', 'selamat', 'bangsa', 'mosi', 'percaya', '', '', '', 'makzulinlurahngibul', 'makzulinlurahngibul', '']",jokowi mundur korban nasib bangsa satu selamat bangsa mosi percaya makzulinlurahngibul makzulinlurahngibul
"['jokowi', 'mundur', 'lompat', 'dr', 'monas']",jokowi mundur lompat dr monas
"['jokowi', 'naik', 'harga', 'bbm', 'erick', 'tohir', 'harga', 'minyak', 'dunia', 'turun', 'harga', 'bbm', 'turun', 'selamat', 'indonesia', 'prank']",jokowi naik harga bbm erick tohir harga minyak dunia turun harga bbm turun selamat indonesia prank
"['jokowi', 'naik', 'harga', 'bbm', 'said', 'didu', 'marah', 'kata', 'boong', 'makzulinlurahngibul', 'makzulinlurahngibul']",jokowi naik harga bbm said didu marah kata boong makzulinlurahngibul makzulinlurahngibul
"['jokowi', 'naik', 'harga', 'bbm', 'said', 'didu', 'marah', 'kata', 'hajaaalll', '', '', '', 'makzulinlurahngibul', 'makzulinlurahngibul']",jokowi naik harga bbm said didu marah kata hajaaalll makzulinlurahngibul makzulinlurahngibul
"['jokowi', 'nga', 'korup', 'nepotisme', '', '', '', 'fakta', 'hoaks']",jokowi nga korup nepotisme fakta hoaks
"['jokowi', 'ngomong', 'doank', '', 'nyata', 'ndak']",jokowi ngomong doank nyata ndak
"['jokowi', 'nilai', 'perang', 'rusia', 'ukraina', 'jokowi', 'siap', 'lawan', 'krisis', 'untukkesejahteraannkri']",jokowi nilai perang rusia ukraina jokowi siap lawan krisis untukkesejahteraannkri
"['jokowi', 'nilai', 'perang', 'rusia', 'ukraina', 'untukkesejahteraannkri']",jokowi nilai perang rusia ukraina untukkesejahteraannkri
"['jokowi', 'nilai', 'perang', 'rusia', 'ukraina', 'untukkesejahteraannkri', 'moga', 'jalan', 'lancar']",jokowi nilai perang rusia ukraina untukkesejahteraannkri moga jalan lancar
"['jokowi', 'nilai', 'perang', 'rusia', 'ukraina', 'untukkesejahteraannkri', 'mwgzt']",jokowi nilai perang rusia ukraina untukkesejahteraannkri mwgzt
"['jokowi', 'nilai', 'perang', 'rusia', 'ukraina', 'untukkesejahteraannkri', 'semangat']",jokowi nilai perang rusia ukraina untukkesejahteraannkri semangat
"['jokowi', 'normal', 'butuh', 'pikir', 'abu', 'nawas', 'hadap', 'krisis', '', 'kaget', 'kelak', 'indonesia', 'muncul', 'fak', 'ekonomi', 'jurus', '', 'abu', 'nawas', '']",jokowi normal butuh pikir abu nawas hadap krisis kaget kelak indonesia muncul fak ekonomi jurus abu nawas
"['jokowi', 'ok']",jokowi ok
"['jokowi', 'perintah', 'daerah', 'antisipasi', 'ancam', 'naik', 'inflasi', 'bansos', 'masyarakat', 'butuh', 'untukkesejahteraannkri']",jokowi perintah daerah antisipasi ancam naik inflasi bansos masyarakat butuh untukkesejahteraannkri
"['jokowi', 'perintah', 'daerah', 'antisipasi', 'ancam', 'naik', 'inflasi', 'bansos', 'untukkesejahteraannkri']",jokowi perintah daerah antisipasi ancam naik inflasi bansos untukkesejahteraannkri
"['jokowi', 'periode', '']",jokowi periode
"['jokowi', 'planga', 'plongobpak', 'bnyak', 'utang']",jokowi planga plongobpak bnyak utang
"['jokowi', 'presiden']",jokowi presiden
"['jokowi', 'presiden', 'kali', 'hadir', 'terang', 'selenggara', 'hukum', 'gubernur', 'brengsek', 'kali', 'aja', 'hadir', 'puja', 'itu', 'ga', 'kelit', 'ajadasar', 'idiologis', 'kadrun', '']",jokowi presiden kali hadir terang selenggara hukum gubernur brengsek kali aja hadir puja itu ga kelit ajadasar idiologis kadrun
"['jokowi', 'presiden', 'umur', 'hidup', '']",jokowi presiden umur hidup
"['jokowi', 'proyek', 'nasional', 'selesai', 'fisik', 'gratisnontonfilm', 'pinangki', 'psnjokowi', 'pembangunanuntukrakyat', 'indonesiaantiresesi']",jokowi proyek nasional selesai fisik gratisnontonfilm pinangki psnjokowi pembangunanuntukrakyat indonesiaantiresesi
"['jokowi', 'saudara', 'nabi']",jokowi saudara nabi
"['jokowi', 'sengaja', 'pilih', 'yg', 'biar', 'asn', '', 'biar', 'hancur', 'negeri']",jokowi sengaja pilih yg biar asn biar hancur negeri
"['jokowi', 'setop', 'ekspor', 'bangun', 'smelter', 'bauksit', 'sulit', 'dana']",jokowi setop ekspor bangun smelter bauksit sulit dana
"['jokowi', 'sikap', 'dpr', 'harga', 'bbm', 'makzulinlurahngibul', 'makzulinlurahngibul']",jokowi sikap dpr harga bbm makzulinlurahngibul makzulinlurahngibul
"['jokowi', 'singgung', 'pikir', 'abu', 'nawas', 'buka', 'sarasehan', 'ekonom']",jokowi singgung pikir abu nawas buka sarasehan ekonom
"['jokowi', 'tugas', 'berat', 'airlangga', 'hartarto', 'ah', 'maju', 'ekonomi', 'indonesia', 'elektabilitasairlanggamelesat']",jokowi tugas berat airlangga hartarto ah maju ekonomi indonesia elektabilitasairlanggamelesat
"['jokowi', 'tumbuh', 'ekonomi', 'ri', 'minus', 'persen', 'lockdown', 'untukkesejahteraannkri']",jokowi tumbuh ekonomi ri minus persen lockdown untukkesejahteraannkri
"['jokowi', 'tumbuh', 'ekonomi', 'ri', 'minus', 'persen', 'lockdown', 'untukkesejahteraannkri', 'y']",jokowi tumbuh ekonomi ri minus persen lockdown untukkesejahteraannkri y
"['jokowi', 'turun']",jokowi turun
"['jokowi', 'wajib', 'mundur', '', 'tolakkenaikanhargabbm', 'jokowimundurataurevolusi', 'saatnyabangkitmelawan']",jokowi wajib mundur tolakkenaikanhargabbm jokowimundurataurevolusi saatnyabangkitmelawan
"['juak', 'nggak', 'pokok', 'kg']",juak nggak pokok kg
"['jual', 'amplop', 'tebal', 'rsnu', 'bantu', 'james', 'riady', 'gelontor', 'bantu', 'dr', 'rezim', 'triliun', 'tugas', 'bantu', 'henti', 'jual', 'urus', 'umat']",jual amplop tebal rsnu bantu james riady gelontor bantu dr rezim triliun tugas bantu henti jual urus umat
"['jumpa', 'jumat', 'sanak', 'ombudsman', 'teman', 'mahasiswa', 'umb', '', 'ri', 'id', 'kuliahumum', 'oribengkuluxumb', 'oribengkulubisa', 'ombudsmanbengkulu', 'indonesiamaju']",jumpa jumat sanak ombudsman teman mahasiswa umb ri id kuliahumum oribengkuluxumb oribengkulubisa ombudsmanbengkulu indonesiamaju
"['jurus', 'kuat', 'kpk', 'jokowi', 'anggar', 'sidik', 'baharu', 'uu-nya', 'anggar', 'jaman', 'sby', 'besan', 'tangkap', 'gemuk', 'anggar', 'miskin', 'hasil']",jurus kuat kpk jokowi anggar sidik baharu uu-nya anggar jaman sby besan tangkap gemuk anggar miskin hasil
"['kabinet', 'di-isi', 'orang', 'yg', 'moral', 'a-susila', 'suka', 'mesum', 'batalkankenaikanbbm', 'batalkankenaikanbbm']",kabinet di-isi orang yg moral a-susila suka mesum batalkankenaikanbbm batalkankenaikanbbm
"['kabinet', 'rusak', 'byk', 'tri', 'py', 'jokowi', 'emang', 'bebal']",kabinet rusak byk tri py jokowi emang bebal
"['kagak', 'bs', 'kayak', 'bangberat', 'bg', 'hrsnya', 'mundur', 'aja', 'pilih', 'bg', 'negeri', 'imi']",kagak bs kayak bangberat bg hrsnya mundur aja pilih bg negeri imi
"['kalah', 'nggak', 'apa', 'industri', 'baik', 'tata', 'kelola', 'nilai', 'negeri', 'jokowi']",kalah nggak apa industri baik tata kelola nilai negeri jokowi
"['kalkulasi', 'nya', 'hahaha', 'kalimat', 'yg', 'jijik', 'klo', 'dengar', 'kalo', 'yg', 'ngomong']",kalkulasi nya hahaha kalimat yg jijik klo dengar kalo yg ngomong
"['kalo', 'abis', 'lengser', 'si', 'tai', 'babi', 'mencret', 'kaga', 'sampe', 'bui', '', 'dunia', 'bom', 'tol', 'aja', 'kereta', 'api', 'cepat', 'modal', 'ntar', 'kiamat', 'abis', 'tol', 'modal', 'sample', 'x', 'kiamat', 'gaes', 'gak', 'gak', 'korupsi', 'lu', 'tai']",kalo abis lengser si tai babi mencret kaga sampe bui dunia bom tol aja kereta api cepat modal ntar kiamat abis tol modal sample x kiamat gaes gak gak korupsi lu tai
"['kalo', 'bbm', 'turun', 'nikmatin', 'ko', 'gitu', 'ya', 'heran']",kalo bbm turun nikmatin ko gitu ya heran
"['kalo', 'didoain', 'orang', 'sederhana', 'jokowi', 'langsung', 'diblock']",kalo didoain orang sederhana jokowi langsung diblock
"['kalo', 'gunta', 'ganti', 'jabat', 'perintah', 'kalo', 'pimpin', 'tinggi', 'nya', 'diam', 'mahpemimpin', 'kerja']",kalo gunta ganti jabat perintah kalo pimpin tinggi nya diam mahpemimpin kerja
"['kalo', 'koruptor', 'buzzerp', 'mingkem', 'ya', 'suplay', 'dana', 'dar', 'sih', '']",kalo koruptor buzzerp mingkem ya suplay dana dar sih
"['kalo', 'setan', 'sang', 'benci', 'jokowi', 'bahasa', 'kasar']",kalo setan sang benci jokowi bahasa kasar
"['kalo', 'sy', 'mr', 'putin', 'de', 'yg', 'mencla', 'mencle']",kalo sy mr putin de yg mencla mencle
"['kancane', 'yo', 'dipiker', 'ne', 'masehh']",kancane yo dipiker ne masehh
"['kandang', 'kodok']",kandang kodok
"['kang', 'mesum']",kang mesum
"['kapolri', 'blak-blakan', 'sulit', 'tangan', 'ferdy', 'sambo', 'intimidasi', 'ancam', 'sidik', 'kerajaansambo']",kapolri blak-blakan sulit tangan ferdy sambo intimidasi ancam sidik kerajaansambo
"['kapolri', 'insya', 'allah', 'masyarakat', 'dibekakang', 'fs', 'buka', 'terang', 'benderang', 'sesuai', 'tentu', 'hukum']",kapolri insya allah masyarakat dibekakang fs buka terang benderang sesuai tentu hukum
"['kapolri', 'sulit', 'hadap', 'mafia', 'sambo', 'sdh', 'libat', 'sikat', 'mafia', 'sambo']",kapolri sulit hadap mafia sambo sdh libat sikat mafia sambo
"['karangjahe', 'beach', 'desa', 'punjulharjo', 'rembang', 'desawisatanusantara', 'tppjawatimur', 'tpptrenggalek']",karangjahe beach desa punjulharjo rembang desawisatanusantara tppjawatimur tpptrenggalek
"['karyawan', 'tuh', 'dah', 'tua', 'aja', 'dikadalin', 'ente']",karyawan tuh dah tua aja dikadalin ente
"['kasar', 'mahasiswa', 'jurus', 'komunikasi', 'parah', 'adab', 'akhlak', 'nol', 'kl', 'jabat', 'orang', 'tipe', 'tdk', 'amanah', 'vibe', 'negatif', 'tdk', 'bagus']",kasar mahasiswa jurus komunikasi parah adab akhlak nol kl jabat orang tipe tdk amanah vibe negatif tdk bagus
"['kasiaan', 'jokowi', 'dukung', 'nama', 'buruk', 'dukung', 'prihatin', 'laku', 'dukung', '', '', '', '', '', '']",kasiaan jokowi dukung nama buruk dukung prihatin laku dukung
"['kasus', 'megawati', 'alamai', 'rugi', 'jokowi', 'presiden', 'disalahin', 'sby', '', 'banyak', 'esemka', 'mahluk', '', '']",kasus megawati alamai rugi jokowi presiden disalahin sby banyak esemka mahluk
"['katane', 'sih', 'track', 'record', 'udah', 'liat', 'wkwkwkwkwk']",katane sih track record udah liat wkwkwkwkwk
"['kau', 'yg', 'buka', 'otakmulebar', '', 'ikn', 'sdh', 'wacana jauh', 'jokowi', 'presiden', '', 'presiden', 'jokowi', 'yg', 'mau dan', 'tekat', 'wujud perata', 'bangun', 'fi', 'nkri', '']",kau yg buka otakmulebar ikn sdh wacana jauh jokowi presiden presiden jokowi yg mau dan tekat wujud perata bangun fi nkri
"['kayak', 'indonesia', 'nggak', 'orang', 'yg', 'anas', 'yg', 'pilih', 'yg', 'mesum']",kayak indonesia nggak orang yg anas yg pilih yg mesum
"['kayak', 'kamuu', 'dukung', 'rezim', 'jokowi', 'lihat', 'statemen', 'yg', 'serang', 'yg', 'berangan', 'dg', 'rezim', 'coba', 'periksa', 'otak', 'kak', 'seto']",kayak kamuu dukung rezim jokowi lihat statemen yg serang yg berangan dg rezim coba periksa otak kak seto
"['kayak', 'ngomong', 'gitu', 'jokowi', '']",kayak ngomong gitu jokowi
"['kayak', 'orang', 'surup', 'ya']",kayak orang surup ya
"['kelas', 'tri', 'yg', 'dukung', 'tim', 'jenis', 'sumberdaya', 'cundang', 'hacker', '', 'bang', 'haji', 'terrlaalu', '', '', '']",kelas tri yg dukung tim jenis sumberdaya cundang hacker bang haji terrlaalu
"['keliru', 'bijak', 'jokowi', 'sdh', 'pd', 'periode', 'knp', 'ngotot', 'dukung', 'jkw', 'intelektual', 'hrsnya', 'netral', 'jaga', 'jarak', '']",keliru bijak jokowi sdh pd periode knp ngotot dukung jkw intelektual hrsnya netral jaga jarak
"['kemaren', 'pulang', 'malaysia', 'malaysia', 'bandikan', 'kaya', 'bumi', 'kalimantan', 'banding', 'malaysia', 'majusoal', 'lapang', 'kerja', 'iklan', 'radiosoal', 'jabat', 'disiplinsebab', 'takut', 'sangsi']",kemaren pulang malaysia malaysia bandikan kaya bumi kalimantan banding malaysia majusoal lapang kerja iklan radiosoal jabat disiplinsebab takut sangsi
"['kemarin', 'joget', 'koplo', 'istana', 'gedung', 'dpr', 'nyanyi', 'pesta', 'ultah', 'jokowi', 'angkat', 'menterimesum', 'revolusi', 'akhlak', 'rezim', '']",kemarin joget koplo istana gedung dpr nyanyi pesta ultah jokowi angkat menterimesum revolusi akhlak rezim
"['kemarin', 'tuh', 'dosen', 'gua', 'bahas', 'alesan', 'jokowi', 'naikin', 'bbm', 'lupa', 'krn']",kemarin tuh dosen gua bahas alesan jokowi naikin bbm lupa krn
"['kembali', 'harga', 'bbm', 'rp', 'liter', 'papua', 'jokowi', 'sih']",kembali harga bbm rp liter papua jokowi sih
"['kemnaker', 'terima', '', 'data', 'calon', 'terima', 'bantu', 'subsidi', 'upah', 'bpjs', 'ketenagakerjaan', 'serah', 'data', 'direktur', 'utama', 'bpjs', 'ketenagakerjaan', 'anggoro', 'eko', 'cahyo', 'terima', 'langsung', 'menteri', 'ketenagakerjaan', 'ida', 'fauziyah']",kemnaker terima data calon terima bantu subsidi upah bpjs ketenagakerjaan serah data direktur utama bpjs ketenagakerjaan anggoro eko cahyo terima langsung menteri ketenagakerjaan ida fauziyah
"['ken', 'kaya', 'jokowi']",ken kaya jokowi
"['kenal', 'sm', 'orang', 'bengkel', 'gak', 'manfaat', 'ngeyel']",kenal sm orang bengkel gak manfaat ngeyel
"['kendali', 'inflasi', 'daerah', 'tingkat', 'desa']",kendali inflasi daerah tingkat desa
"['keren', 'gas', 'dunia', 'ketar', 'tir', 'sda', 'alam', 'indonesia', 'stop', 'byk', 'negara', 'yg', 'gantung', 'dgn', 'sda', 'indonesia']",keren gas dunia ketar tir sda alam indonesia stop byk negara yg gantung dgn sda indonesia
