datetime,username,content
2022-12-14 11:36:35+00:00,itsmefxtu,@SyhraRsli setuju 🫡
2022-12-14 11:36:05+00:00,AgroFishLombok,setuju https://t.co/pCLjBBnyYa
2022-12-14 11:35:59+00:00,celantheia,"@moviemenfes setuju, walaupun story linenya masih standar tapi visualnya gila cantik banget, apa lagi visualisasi bawah lautnya juara!"
2022-12-14 11:35:59+00:00,dinowoojjang,"@stxrgxzng Eh aku setuju tuh yg bagian haje, di au sebelah sering bnget jd anak bandel nya tiap kali ku baca aku ampe kyak yg 'aelah perasaan dpet peran nya gk jauh2 dr itu' kalo yg bner2 jd cast tmen ama si pemeran utama itu au nya bisa keitung jari🥲"
2022-12-14 11:35:41+00:00,Alle_ex_Xander,"@RonalSihotang78 Setuju...
Anjing aja ada yg masuk surga.... Nah, kl kadal gurun?!?!"
2022-12-14 11:35:36+00:00,marbronzo,@qiecullen even tak pernah keluar dating tapi i setuju 😭
2022-12-14 11:35:35+00:00,AsizRamli,"@cakimiNOW Setuju Gus, terkadang sebuah kritikan membuat kita semakin maju"
2022-12-14 11:35:28+00:00,kangsaep86,"@cakimiNOW Setuju Gus, terkadang sesekali kritikan itu perlu agar bs membangun dan memotivasi kita untuk lebih baik lg 🙏👍"
2022-12-14 11:35:19+00:00,lilminjeong,setuju https://t.co/Fg0jzASsec
2022-12-14 11:35:07+00:00,HazwaniEdora,Saya setuju. Mediocre only https://t.co/DMYQBWrQsH
2022-12-14 11:34:55+00:00,samshudin_moch,@cakimiNOW Setuju gus...
2022-12-14 11:34:52+00:00,_erraalias,@histonomer @mohdjulhilmi Setuju tepat sekali.
2022-12-14 11:34:39+00:00,fawpatrol,@cirrostrcu BWNER BGT SETUJU😭😭😭 ky ni duit pake apalahi ya
2022-12-14 11:34:35+00:00,aditya_permanaS,"@GOAL_ID Setuju sih, tp biar pun Messi fix jd GOAT kalo menang PD 2022, saya tetep lebih ngefans sama CR7, ibarat saya lebih suka telor dadar padang walau rendang yg dinobatkan jd makanan terenak dunia"
2022-12-14 11:34:33+00:00,shuahaneien,"Maaf tapi ga setuju, maksudnya ga semua hal harus setuju jugakan?Soalnya aku juga suka rarepair dan aku nemuin 1 atau 2 akun tulisan aunya gapernah masukin pair populer, awalnya aku juga mikir persis gini, tapi pas lihat akun itu, ternyata gasemua hal harus kaya gitu https://t.co/ZsmA6S0ovZ"
2022-12-14 11:34:27+00:00,mmiiaww_,"jeno sm karina pacaran aja si kata gue, mamak kau setuju ini, ayo anak-anakku  rugi kalo ga pacaran"
2022-12-14 11:34:25+00:00,lemanzainal,Cadangan nama twitter yg baru rse ssuai Antoine Griezleman. Mal pon dh setuju tu. Bole proceed jap lg laa ni 🤣
2022-12-14 11:34:18+00:00,GratiaKn,@HzegawaSaiba @moviemenfes setuju
2022-12-14 11:34:15+00:00,FablianR,setuju bgtt pak anies sosok yang toleran #ItsTime @aniesbaswedan @official_nasdem https://t.co/KiiojBDogI
2022-12-14 11:34:09+00:00,Ery_Junaidi,"@cakimiNOW Setuju gus, positif thinking"
2022-12-14 11:34:07+00:00,HealMeGod,@Dennysiregar7 Baru kali ini setuju ama buzzer wkwk
2022-12-14 11:34:05+00:00,RahmanAlvaro9,"@HukumDan Setuju, pemerintah tidak tegas"
2022-12-14 11:34:04+00:00,Nnmly3,"@Zhillafkrm @worksfess Setuju banget, skill dan gak banyak pilah pilih kalo tujuannya emg pgn gaji gede. Karna seiring berjalannya waktu kalo emg punya skil dan pengalaman pasti kerjaan yg nyari bukan kita yg nyari."
2022-12-14 11:33:50+00:00,CecepAli14,"@cakimiNOW Setuju Gus, jadikan sebuah kritika  menjadi suatu motivasi untuk membangun negri.."
2022-12-14 11:33:49+00:00,amien_sasono,@cakimiNOW Setuju Gus Muhaimin iskandar
2022-12-14 11:33:44+00:00,abangajhe,@vyowiz @hyyniaa Setuju
2022-12-14 11:33:38+00:00,yoyok_gk,"@cakimiNOW Setuju,,, kritik dan masukan untuk perbaikan agar semakin maju"
2022-12-14 11:33:35+00:00,bobotohrantau,alexis sanczhes  pemain terbaik dunia #retweet jika setuju
2022-12-14 11:33:30+00:00,mylovefortaekoo,jujur setuju bgt... baca narasi ini juga kayak namparr aku HAHAHA makasi ya kak dhanii:(( https://t.co/N9kh3uviIb
2022-12-14 11:33:17+00:00,Yoimviya,"@pretendher ketik 1 kalau setuju wony gemes banget 

111111111111111111"
2022-12-14 11:33:13+00:00,angryjonnn,@hlxiss Setuju asli
2022-12-14 11:33:09+00:00,ask_AXIS,"@irawanrdwn Hi Kak Rdw◉, bisa dibantu follow akun twitter @ask_Axis dahulu ya, mohon maaf terkait bonusnya selamatnya jika sudah mendapatkan dengan membalas setuju, jika ada yang ingin ditanyakan bisa langsung via DM untuk info detail dan nomornya ya. :) Thanks - #M207"
2022-12-14 11:33:00+00:00,cronaissante,"gue setuju ini, orang rumah yg nerima makanan juga salah harusnya ditanya dulu ada gak yg beli makan ini? trus driver juga biasanya kan memastikan dulu ""pesanan kak blablabla"" biar gk salah alamat https://t.co/TgBzUcayIz"
